instance,n,known_opt,ms_sa_obj,ms_sa_obj_semi,gap_pct,wall_s,ttb_s,total_alt_seqs,n_init_optimal,verified
airland6,30,24442.000000,24442.000000,24442.000000,0.0000,0.827,0.000,15,2,PASS
