instance,n,known_opt,ms_sa_obj,ms_sa_obj_semi,gap_pct,wall_s,ttb_s,total_alt_seqs,n_init_optimal,verified
airland1,10,700.000000,700.000000,700.000000,0.0000,9.890,1.511,56,2,PASS
