instance,n,known_opt,heuristic,rep,seed,init_semi,init_feas,final_semi,final_feas,gap_pct,t_best_feas,t_best_semi,wall_s,conv_itr
airland8,50,1950.0,ATC_k4,5,110,6495.0,6525.0,1860.0,1950.0,0.0,12.7386,12.7347,38.867,123
airland9,100,5611.7,EDD,1,42,7310.18,7310.18,5611.99,5611.99,0.0052,16.9982,16.9819,50.6767,150
airland9,100,5611.7,EDD,2,59,7310.18,7310.18,5611.99,5611.99,0.0052,16.8155,16.7992,50.6246,192
airland9,100,5611.7,EDD,3,76,7310.18,7310.18,5611.99,5611.99,0.0052,57.0261,57.0093,68.2605,325
airland9,100,5611.7,EDD,4,93,7310.18,7310.18,5654.28,5654.28,0.7588,23.5787,23.5619,57.1113,230
airland9,100,5611.7,EDD,5,110,7310.18,7310.18,5654.28,5654.28,0.7588,39.5035,39.4869,73.3779,340
airland9,100,5611.7,ERD,1,42,17602.63,17602.63,5618.66,5618.66,0.124,26.6145,26.598,60.0947,288
airland9,100,5611.7,ERD,2,59,17602.63,17602.63,5611.99,5611.99,0.0052,69.7179,69.7013,81.0066,558
airland9,100,5611.7,ERD,3,76,17602.63,17602.63,5611.99,5611.99,0.0052,57.7343,57.7177,68.9801,325
airland9,100,5611.7,ERD,4,93,17602.63,17602.63,5618.66,5618.66,0.124,19.7026,19.6853,53.1634,218
airland9,100,5611.7,ERD,5,110,17602.63,17602.63,5653.99,5653.99,0.7536,32.8365,32.82,55.19,363
airland9,100,5611.7,MDD,1,42,7142.52,7142.52,5677.52,5677.52,1.1729,29.0112,28.9947,51.2796,327
airland9,100,5611.7,MDD,2,59,7142.52,7142.52,5654.28,5654.28,0.7588,12.1171,12.1006,45.6843,137
airland9,100,5611.7,MDD,3,76,7142.52,7142.52,5653.99,5653.99,0.7536,19.1052,19.0884,52.4793,220
airland9,100,5611.7,MDD,4,93,7142.52,7142.52,5611.99,5611.99,0.0052,15.1682,15.1519,48.7306,153
airland9,100,5611.7,MDD,5,110,7142.52,7142.52,5611.7,5611.7,0.0,32.3074,32.2905,54.6979,363
airland9,100,5611.7,MPDS,1,42,inf,,inf,,,0.0,0.0,0.5792,360
airland9,100,5611.7,MPDS,2,59,inf,,inf,,,0.0,0.0,0.5749,360
airland9,100,5611.7,MPDS,3,76,inf,,inf,,,0.0,0.0,0.5741,360
airland9,100,5611.7,MPDS,4,93,inf,,inf,,,0.0,0.0,0.5749,360
airland9,100,5611.7,MPDS,5,110,inf,,inf,,,0.0,0.0,0.5744,360
airland9,100,5611.7,ATC_k2,1,42,7284.27,7284.27,5618.95,5618.95,0.1292,16.1408,16.1238,49.9726,187
airland9,100,5611.7,ATC_k2,2,59,7284.27,7284.27,5618.66,5618.66,0.124,9.7063,9.69,42.994,116
airland9,100,5611.7,ATC_k2,3,76,7284.27,7284.27,5618.66,5618.66,0.124,16.4157,16.399,49.8389,149
airland9,100,5611.7,ATC_k2,4,93,7284.27,7284.27,5611.99,5611.99,0.0052,23.4555,23.4391,57.0763,230
airland9,100,5611.7,ATC_k2,5,110,7284.27,7284.27,5618.66,5618.66,0.124,19.7565,19.7394,53.2007,133
airland9,100,5611.7,ATC_k4,1,42,8930.64,8930.64,5654.28,5654.28,0.7588,25.3464,25.3293,58.8854,181
airland9,100,5611.7,ATC_k4,2,59,8930.64,8930.64,5653.99,5653.99,0.7536,16.19,16.1729,49.6414,161
airland9,100,5611.7,ATC_k4,3,76,8930.64,8930.64,5611.99,5611.99,0.0052,57.3936,57.3766,68.6241,325
airland9,100,5611.7,ATC_k4,4,93,8930.64,8930.64,5611.99,5611.99,0.0052,23.9058,23.8887,57.591,168
airland9,100,5611.7,ATC_k4,5,110,8930.64,8930.64,5618.95,5618.95,0.1292,29.0649,29.0477,51.5176,205
airland10,150,12640.42,EDD,1,42,20142.41,20142.41,12358.25,12358.25,-2.2323,72.5681,72.5148,84.0767,406
airland10,150,12640.42,EDD,2,59,20142.41,20142.41,12392.44,12392.44,-1.9618,100.3098,100.2571,112.6088,835
airland10,150,12640.42,EDD,3,76,20142.41,20142.41,12359.33,12359.33,-2.2237,84.8584,84.8055,108.7316,730
airland10,150,12640.42,EDD,4,93,20142.41,20142.41,12334.74,12334.74,-2.4183,77.288,77.2345,89.295,765
airland10,150,12640.42,EDD,5,110,20142.41,20142.41,12292.2,12292.2,-2.7548,54.2589,54.2053,90.0472,397
airland10,150,12640.42,ERD,1,42,27201.83,27201.83,12383.31,12383.31,-2.034,82.1264,82.072,117.7649,674
airland10,150,12640.42,ERD,2,59,27201.83,27201.83,12337.27,12337.27,-2.3983,71.3541,71.3001,95.6324,671
airland10,150,12640.42,ERD,3,76,27201.83,27201.83,12470.54,12470.54,-1.3439,56.211,56.1574,80.8452,364
airland10,150,12640.42,ERD,4,93,27201.83,27201.83,12299.62,12299.62,-2.6961,52.791,52.7366,88.6425,377
airland10,150,12640.42,ERD,5,110,27201.83,27201.83,12383.31,12383.31,-2.034,55.8684,55.8147,91.4595,355
airland10,150,12640.42,MDD,1,42,19691.52,19691.52,12331.44,12331.44,-2.4444,48.1488,48.0945,83.6035,367
airland10,150,12640.42,MDD,2,59,19691.52,19691.52,12508.91,12508.91,-1.0404,71.5293,71.4759,108.2598,633
airland10,150,12640.42,MDD,3,76,19691.52,19691.52,12403.21,12403.21,-1.8766,38.9376,38.8834,75.3988,308
airland10,150,12640.42,MDD,4,93,19691.52,19691.52,12331.44,12331.44,-2.4444,55.1044,55.0507,90.8954,455
airland10,150,12640.42,MDD,5,110,19691.52,19691.52,12310.7,12310.7,-2.6085,42.2556,42.2026,78.2088,383
airland10,150,12640.42,MPDS,1,42,inf,,inf,,,0.0,0.0,0.6652,360
airland10,150,12640.42,MPDS,2,59,inf,,inf,,,0.0,0.0,0.6673,360
airland10,150,12640.42,MPDS,3,76,inf,,inf,,,0.0,0.0,0.6642,360
airland10,150,12640.42,MPDS,4,93,inf,,inf,,,0.0,0.0,0.667,360
airland10,150,12640.42,MPDS,5,110,inf,,inf,,,0.0,0.0,0.6657,360
airland10,150,12640.42,ATC_k2,1,42,inf,,13803.68,13803.68,9.2027,23.9866,23.9326,59.0989,212
airland10,150,12640.42,ATC_k2,2,59,inf,,13553.37,13553.37,7.2225,63.5997,63.5466,87.1492,476
airland10,150,12640.42,ATC_k2,3,76,inf,,14446.34,14446.34,14.2869,33.6739,33.6208,57.3676,195
airland10,150,12640.42,ATC_k2,4,93,inf,,13515.02,13515.02,6.9191,58.3073,58.2548,81.7629,426
airland10,150,12640.42,ATC_k2,5,110,inf,,13271.29,13271.29,4.9909,68.4444,68.3899,104.0381,605
airland10,150,12640.42,ATC_k4,1,42,inf,,13156.33,13156.33,4.0814,82.6595,82.6061,105.978,669
airland10,150,12640.42,ATC_k4,2,59,inf,,15522.56,15522.56,22.801,27.6712,27.619,50.8019,247
airland10,150,12640.42,ATC_k4,3,76,inf,,14704.37,14704.37,16.3282,21.9397,21.8866,56.5467,202
airland10,150,12640.42,ATC_k4,4,93,inf,,13092.46,13092.46,3.5761,45.8314,45.7783,80.9256,414
airland10,150,12640.42,ATC_k4,5,110,inf,,15481.33,15481.33,22.4748,14.4045,14.3518,49.4619,106
airland11,200,12462.18,EDD,1,42,15018.84,15018.84,12456.41,12456.41,-0.0463,72.9135,72.8005,100.5099,427
airland11,200,12462.18,EDD,2,59,15018.84,15018.84,12509.01,12509.01,0.3758,83.7311,83.6181,97.4062,431
airland11,200,12462.18,EDD,3,76,15018.84,15018.84,12418.32,12418.32,-0.3519,77.8509,77.7378,91.3666,350
airland11,200,12462.18,EDD,4,93,15018.84,15018.84,12418.32,12418.32,-0.3519,93.0415,92.9283,106.6581,536
airland11,200,12462.18,EDD,5,110,15018.84,15018.84,12486.31,12486.31,0.1936,52.6056,52.4933,79.9677,393
airland11,200,12462.18,ERD,1,42,33405.36,33405.36,12815.81,12815.81,2.8376,122.2395,122.1248,135.7839,643
airland11,200,12462.18,ERD,2,59,33405.36,33405.36,12418.32,12418.32,-0.3519,131.4062,131.2928,145.1369,756
airland11,200,12462.18,ERD,3,76,33405.36,33405.36,12481.87,12481.87,0.158,121.5775,121.4636,149.083,876
airland11,200,12462.18,ERD,4,93,33405.36,33405.36,12466.35,12466.35,0.0335,71.4406,71.327,112.274,527
airland11,200,12462.18,ERD,5,110,33405.36,33405.36,12537.02,12537.02,0.6005,96.9543,96.8414,123.9871,706
airland11,200,12462.18,MDD,1,42,15072.61,15072.61,12456.41,12456.41,-0.0463,74.2522,74.1398,101.8982,541
airland11,200,12462.18,MDD,2,59,15072.61,15072.61,12540.7,12540.7,0.6301,57.5853,57.4723,71.3623,355
airland11,200,12462.18,MDD,3,76,15072.61,15072.61,12418.32,12418.32,-0.3519,77.9689,77.8564,105.1967,562
airland11,200,12462.18,MDD,4,93,15072.61,15072.61,12418.32,12418.32,-0.3519,92.9567,92.8436,120.2511,631
airland11,200,12462.18,MDD,5,110,15072.61,15072.61,12802.58,12802.58,2.7315,52.4687,52.3554,79.554,393
airland11,200,12462.18,MPDS,1,42,inf,,inf,,,0.0,0.0,0.8573,360
airland11,200,12462.18,MPDS,2,59,inf,,inf,,,0.0,0.0,0.8528,360
airland11,200,12462.18,MPDS,3,76,inf,,inf,,,0.0,0.0,0.8554,360
airland11,200,12462.18,MPDS,4,93,inf,,inf,,,0.0,0.0,0.8565,360
airland11,200,12462.18,MPDS,5,110,inf,,inf,,,0.0,0.0,0.8558,360
airland11,200,12462.18,ATC_k2,1,42,15643.6,15643.6,12456.41,12456.41,-0.0463,78.1394,78.0255,105.469,509
airland11,200,12462.18,ATC_k2,2,59,15643.6,15643.6,12853.25,12853.25,3.1381,63.2284,63.1162,90.7184,491
airland11,200,12462.18,ATC_k2,3,76,15643.6,15643.6,12479.25,12479.25,0.137,84.334,84.2201,111.5124,669
airland11,200,12462.18,ATC_k2,4,93,15643.6,15643.6,12443.87,12443.87,-0.1469,93.672,93.5578,120.85,747
airland11,200,12462.18,ATC_k2,5,110,15643.6,15643.6,12481.57,12481.57,0.1556,58.554,58.4413,86.0332,447
airland11,200,12462.18,ATC_k4,1,42,18148.32,18148.32,12482.81,12482.81,0.1655,108.076,107.9632,121.4732,671
airland11,200,12462.18,ATC_k4,2,59,18148.32,18148.32,12790.8,12790.8,2.6369,87.2856,87.1714,100.9887,694
airland11,200,12462.18,ATC_k4,3,76,18148.32,18148.32,12853.25,12853.25,3.1381,95.0808,94.9676,122.5492,717
airland11,200,12462.18,ATC_k4,4,93,18148.32,18148.32,12726.47,12726.47,2.1207,99.4216,99.3069,126.5401,747
airland11,200,12462.18,ATC_k4,5,110,18148.32,18148.32,12509.73,12509.73,0.3816,89.1715,89.0571,103.0276,520
airland12,250,16629.1,EDD,1,42,20145.6,20145.6,16530.37,16530.37,-0.5937,100.3498,100.1399,116.6127,710
airland12,250,16629.1,EDD,2,59,20145.6,20145.6,16386.13,16386.13,-1.4611,146.5708,146.3619,162.3915,642
airland12,250,16629.1,EDD,3,76,20145.6,20145.6,16414.81,16414.81,-1.2886,104.9954,104.7862,137.0418,595
airland12,250,16629.1,EDD,4,93,20145.6,20145.6,16408.17,16408.17,-1.3286,137.9414,137.732,153.6627,700
airland12,250,16629.1,EDD,5,110,20145.6,20145.6,16394.82,16394.82,-1.4089,109.0249,108.8148,125.0096,444
airland12,250,16629.1,ERD,1,42,43351.63,43351.63,16482.72,16482.72,-0.8803,158.283,158.0715,174.1396,908
airland12,250,16629.1,ERD,2,59,43351.63,43351.63,16391.06,16391.06,-1.4315,194.2961,194.0876,201.9641,1066
airland12,250,16629.1,ERD,3,76,43351.63,43351.63,16266.55,16266.55,-2.1802,148.8559,148.6443,165.094,717
airland12,250,16629.1,ERD,4,93,43351.63,43351.63,16532.32,16532.32,-0.582,193.0748,192.8647,196.8226,993
airland12,250,16629.1,ERD,5,110,43351.63,43351.63,16194.54,16194.54,-2.6133,183.7554,183.545,196.4081,849
airland12,250,16629.1,MDD,1,42,19777.31,19777.31,16530.37,16530.37,-0.5937,99.9259,99.7165,131.8562,710
airland12,250,16629.1,MDD,2,59,19777.31,19777.31,16711.34,16711.34,0.4946,86.5524,86.3426,102.1805,395
airland12,250,16629.1,MDD,3,76,19777.31,19777.31,16393.13,16393.13,-1.419,67.1976,66.9757,98.8187,462
airland12,250,16629.1,MDD,4,93,19777.31,19777.31,16370.24,16370.24,-1.5567,127.559,127.3483,143.4851,700
airland12,250,16629.1,MDD,5,110,19777.31,19777.31,16329.47,16329.47,-1.8018,141.572,141.3605,157.4755,868
airland12,250,16629.1,MPDS,1,42,inf,,inf,,,0.0,0.0,0.8414,360
airland12,250,16629.1,MPDS,2,59,inf,,inf,,,0.0,0.0,0.8388,360
airland12,250,16629.1,MPDS,3,76,inf,,inf,,,0.0,0.0,0.8386,360
airland12,250,16629.1,MPDS,4,93,inf,,inf,,,0.0,0.0,0.8386,360
airland12,250,16629.1,MPDS,5,110,inf,,inf,,,0.0,0.0,0.8381,360
airland12,250,16629.1,ATC_k2,1,42,20148.42,20148.42,16503.7,16503.7,-0.7541,103.806,103.595,135.5044,709
airland12,250,16629.1,ATC_k2,2,59,20148.42,20148.42,16359.12,16359.12,-1.6235,165.1195,164.9095,166.4386,1151
airland12,250,16629.1,ATC_k2,3,76,20148.42,20148.42,16440.02,16440.02,-1.137,132.3323,132.122,164.6613,836
airland12,250,16629.1,ATC_k2,4,93,20148.42,20148.42,16368.55,16368.55,-1.5668,168.1914,167.9814,169.4576,993
airland12,250,16629.1,ATC_k2,5,110,20148.42,20148.42,16284.26,16284.26,-2.0737,140.263,140.0533,170.6378,866
airland12,250,16629.1,ATC_k4,1,42,22787.21,22787.21,16542.77,16542.77,-0.5192,140.5901,140.3809,156.2821,880
airland12,250,16629.1,ATC_k4,2,59,22787.21,22787.21,16411.23,16411.23,-1.3102,151.1076,150.8971,167.1594,1032
airland12,250,16629.1,ATC_k4,3,76,22787.21,22787.21,16505.92,16505.92,-0.7407,135.5561,135.3459,152.2184,670
airland12,250,16629.1,ATC_k4,4,93,22787.21,22787.21,16382.15,16382.15,-1.485,172.4348,172.2243,173.6152,1117
airland12,250,16629.1,ATC_k4,5,110,22787.21,22787.21,16449.81,16449.81,-1.0782,148.4007,148.1798,170.7443,814
airland13,500,39287.52,EDD,1,42,47116.73,47116.73,39570.19,39570.19,0.7195,235.861,234.5548,238.604,539
airland13,500,39287.52,EDD,2,59,47116.73,47116.73,40540.7,40540.7,3.1898,237.2272,235.9293,238.579,594
airland13,500,39287.52,EDD,3,76,47116.73,47116.73,40014.76,40014.76,1.8511,237.0206,235.7155,238.5339,594
airland13,500,39287.52,EDD,4,93,47116.73,47116.73,47116.73,47116.73,19.928,0.0,0.0,19.6963,0
airland13,500,39287.52,EDD,5,110,47116.73,47116.73,39881.75,39881.75,1.5125,237.0478,235.7461,238.5825,580
airland13,500,39287.52,ERD,1,42,91991.72,91991.72,68204.45,68204.45,73.6033,238.9599,237.6614,239.001,319
airland13,500,39287.52,ERD,2,59,91991.72,91991.72,65581.57,65581.57,66.9272,238.8777,237.5744,239.0053,298
airland13,500,39287.52,ERD,3,76,91991.72,91991.72,67075.75,67075.75,70.7304,238.4854,237.1834,238.5608,305
airland13,500,39287.52,ERD,4,93,91991.72,91991.72,91991.72,91991.72,134.15,0.0,0.0,19.8904,0
airland13,500,39287.52,ERD,5,110,91991.72,91991.72,70158.78,70158.78,78.5778,239.7371,238.4443,239.7746,287
airland13,500,39287.52,MDD,1,42,46407.47,46407.47,40386.15,40386.15,2.7964,238.635,237.3305,238.8733,556
airland13,500,39287.52,MDD,2,59,46407.47,46407.47,40852.06,40852.06,3.9823,235.5943,234.2927,238.5743,594
airland13,500,39287.52,MDD,3,76,46407.47,46407.47,41162.87,41162.87,4.7734,237.4998,236.1985,238.7298,537
airland13,500,39287.52,MDD,4,93,46407.47,46407.47,46407.47,46407.47,18.1227,0.0,0.0,19.0801,0
airland13,500,39287.52,MDD,5,110,46407.47,46407.47,41047.62,41047.62,4.48,234.0406,232.7425,238.4723,525
airland13,500,39287.52,MPDS,1,42,inf,,inf,,,0.0,0.0,0.8892,360
airland13,500,39287.52,MPDS,2,59,inf,,inf,,,0.0,0.0,0.8959,360
airland13,500,39287.52,MPDS,3,76,inf,,inf,,,0.0,0.0,0.8953,360
airland13,500,39287.52,MPDS,4,93,inf,,inf,,,0.0,0.0,0.9069,360
airland13,500,39287.52,MPDS,5,110,inf,,inf,,,0.0,0.0,0.8928,360
airland13,500,39287.52,ATC_k2,1,42,49949.6,49949.6,43445.61,43445.61,10.5837,238.2131,236.9186,238.7146,587
airland13,500,39287.52,ATC_k2,2,59,49949.6,49949.6,43473.0,43473.0,10.6535,239.6764,238.3794,239.7517,540
airland13,500,39287.52,ATC_k2,3,76,49949.6,49949.6,42336.51,42336.51,7.7607,239.0189,237.7189,239.0551,593
airland13,500,39287.52,ATC_k2,4,93,49949.6,49949.6,43830.34,43830.34,11.563,177.8645,176.5644,187.3111,436
airland13,500,39287.52,ATC_k2,5,110,49949.6,49949.6,43018.9,43018.9,9.4976,234.3186,233.0155,238.765,571
airland13,500,39287.52,ATC_k4,1,42,inf,,47332.93,47332.93,20.4783,237.1385,235.8442,240.038,588
airland13,500,39287.52,ATC_k4,2,59,inf,,52682.17,52682.17,34.0939,201.0127,199.7182,227.7483,588
airland13,500,39287.52,ATC_k4,3,76,inf,,46329.0,46329.0,17.9229,237.4669,236.1697,240.0096,568
airland13,500,39287.52,ATC_k4,4,93,inf,,49657.35,49657.35,26.3947,242.0084,240.7115,242.155,597
airland13,500,39287.52,ATC_k4,5,110,inf,,55542.14,55542.14,41.3735,32.8456,31.5484,114.829,170
