instance,n,known_opt,ms_sa_obj,ms_sa_obj_semi,gap_pct,wall_s,ttb_s,total_alt_seqs,n_init_optimal,verified
airland2,15,1480.000000,1480.000000,1480.000000,0.0000,185.234,13.297,224,2,PASS
