instance,n,known_opt,combo_id,combo_label,coded_alpha,coded_Ni,coded_Imax,coded_Mstag,alpha,N_iter,I_max,M_stag,rep,seed,final_semi,final_feas,gap_pct,t_best_feas,wall_s
airland6,30,24442.0,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,1,42,24442.0,24442.0,0.0,0.0,0.297
airland6,30,24442.0,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,2,55,24442.0,24442.0,0.0,0.0,0.31
airland6,30,24442.0,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,1,42,24442.0,24442.0,0.0,0.0,0.1388
airland6,30,24442.0,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,2,55,24442.0,24442.0,0.0,0.0,0.1295
airland6,30,24442.0,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,1,42,24442.0,24442.0,0.0,0.0,0.1374
airland6,30,24442.0,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,2,55,24442.0,24442.0,0.0,0.0,0.1419
airland6,30,24442.0,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,1,42,24442.0,24442.0,0.0,0.0,0.0752
airland6,30,24442.0,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,2,55,24442.0,24442.0,0.0,0.0,0.1269
airland6,30,24442.0,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,1,42,24442.0,24442.0,0.0,0.0,0.078
airland6,30,24442.0,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,2,55,24442.0,24442.0,0.0,0.0,0.141
airland6,30,24442.0,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,1,42,24442.0,24442.0,0.0,0.0,0.4217
airland6,30,24442.0,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,2,55,24442.0,24442.0,0.0,0.0,0.4003
airland6,30,24442.0,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,1,42,24442.0,24442.0,0.0,0.0,0.2822
airland6,30,24442.0,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,2,55,24442.0,24442.0,0.0,0.0,0.2833
airland6,30,24442.0,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,1,42,24442.0,24442.0,0.0,0.0,0.2508
airland6,30,24442.0,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,2,55,24442.0,24442.0,0.0,0.0,0.2498
airland6,30,24442.0,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,1,42,24442.0,24442.0,0.0,0.0,0.2299
airland6,30,24442.0,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,2,55,24442.0,24442.0,0.0,0.0,0.3183
airland6,30,24442.0,16,CENTER,0,0,0,0,0.98,200,600,100,1,42,24442.0,24442.0,0.0,0.0,0.1343
airland6,30,24442.0,16,CENTER,0,0,0,0,0.98,200,600,100,2,55,24442.0,24442.0,0.0,0.0,0.1946
airland7,44,1550.0,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,1,42,1550.0,1550.0,0.0,0.0,0.3504
airland7,44,1550.0,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,2,55,1550.0,1550.0,0.0,0.0,0.3843
airland7,44,1550.0,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,1,42,1550.0,1550.0,0.0,0.0,0.8054
airland7,44,1550.0,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,2,55,1550.0,1550.0,0.0,0.0,0.8385
airland7,44,1550.0,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,1,42,1550.0,1550.0,0.0,0.0,0.3601
airland7,44,1550.0,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,2,55,1550.0,1550.0,0.0,0.0,0.3744
airland7,44,1550.0,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,1,42,1550.0,1550.0,0.0,0.0,1.6827
airland7,44,1550.0,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,2,55,1550.0,1550.0,0.0,0.0,1.662
airland7,44,1550.0,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,1,42,1550.0,1550.0,0.0,0.0,1.5228
airland7,44,1550.0,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,2,55,1550.0,1550.0,0.0,0.0,1.1879
airland7,44,1550.0,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,1,42,1550.0,1550.0,0.0,0.0,1.1876
airland7,44,1550.0,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,2,55,1550.0,1550.0,0.0,0.0,1.4546
airland7,44,1550.0,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,1,42,1550.0,1550.0,0.0,0.0,1.483
airland7,44,1550.0,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,2,55,1550.0,1550.0,0.0,0.0,1.5174
airland7,44,1550.0,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,1,42,1550.0,1550.0,0.0,0.0,1.0017
airland7,44,1550.0,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,2,55,1550.0,1550.0,0.0,0.0,1.5643
airland7,44,1550.0,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,1,42,1550.0,1550.0,0.0,0.0,0.356
airland7,44,1550.0,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,2,55,1550.0,1550.0,0.0,0.0,0.3797
airland7,44,1550.0,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,1,42,1550.0,1550.0,0.0,0.0,0.4702
airland7,44,1550.0,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,2,55,1550.0,1550.0,0.0,0.0,0.3638
airland7,44,1550.0,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,1,42,1550.0,1550.0,0.0,0.0,0.3506
airland7,44,1550.0,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,2,55,1550.0,1550.0,0.0,0.0,0.3781
airland7,44,1550.0,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,1,42,1550.0,1550.0,0.0,0.0,1.1794
airland7,44,1550.0,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,2,55,1550.0,1550.0,0.0,0.0,0.6289
airland7,44,1550.0,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,1,42,1550.0,1550.0,0.0,0.0,1.205
airland7,44,1550.0,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,2,55,1550.0,1550.0,0.0,0.0,1.4868
airland7,44,1550.0,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,1,42,1550.0,1550.0,0.0,0.0,1.4185
airland7,44,1550.0,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,2,55,1550.0,1550.0,0.0,0.0,1.4453
airland7,44,1550.0,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,1,42,1550.0,1550.0,0.0,0.0,1.0764
airland7,44,1550.0,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,2,55,1550.0,1550.0,0.0,0.0,1.4846
airland7,44,1550.0,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,1,42,1550.0,1550.0,0.0,0.0,1.5221
airland7,44,1550.0,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,2,55,1550.0,1550.0,0.0,0.0,1.3812
airland7,44,1550.0,16,CENTER,0,0,0,0,0.98,200,600,100,1,42,1550.0,1550.0,0.0,0.0,0.5047
airland7,44,1550.0,16,CENTER,0,0,0,0,0.98,200,600,100,2,55,1550.0,1550.0,0.0,0.0,0.7382
airland8,50,1950.0,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,1,42,1965.0,2010.0,3.0769,12.7309,16.1169
airland8,50,1950.0,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,2,55,2000.0,2245.0,15.1282,6.0912,12.0338
airland8,50,1950.0,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,1,42,1860.0,1950.0,0.0,9.771,21.0792
airland8,50,1950.0,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,2,55,1870.0,2020.0,3.5897,13.9713,22.3825
airland8,50,1950.0,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,1,42,1965.0,2010.0,3.0769,12.2056,14.3278
airland8,50,1950.0,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,2,55,2000.0,2245.0,15.1282,5.5874,10.9559
airland8,50,1950.0,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,1,42,1860.0,1950.0,0.0,9.6943,50.7182
airland8,50,1950.0,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,2,55,1860.0,1950.0,0.0,35.0281,59.8154
airland8,50,1950.0,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,1,42,1860.0,1950.0,0.0,50.6388,60.0449
airland8,50,1950.0,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,2,55,1860.0,1950.0,0.0,29.995,59.967
airland8,50,1950.0,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,1,42,1860.0,1950.0,0.0,56.1286,60.0363
airland8,50,1950.0,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,2,55,1860.0,1950.0,0.0,20.8301,60.1184
airland8,50,1950.0,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,1,42,1860.0,1950.0,0.0,50.7384,60.0525
airland8,50,1950.0,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,2,55,1860.0,1950.0,0.0,31.4498,59.8381
airland8,50,1950.0,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,1,42,1860.0,1950.0,0.0,55.2761,59.7771
airland8,50,1950.0,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,2,55,1860.0,1950.0,0.0,22.9932,59.8424
airland8,50,1950.0,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,1,42,1860.0,1950.0,0.0,12.8578,16.2578
airland8,50,1950.0,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,2,55,1860.0,1950.0,0.0,5.1375,7.2633
airland8,50,1950.0,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,1,42,1860.0,1950.0,0.0,18.3716,22.3059
airland8,50,1950.0,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,2,55,1870.0,2040.0,4.6154,11.1193,22.293
airland8,50,1950.0,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,1,42,1860.0,1950.0,0.0,7.4692,9.5664
airland8,50,1950.0,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,2,55,1860.0,1950.0,0.0,8.7315,12.2793
airland8,50,1950.0,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,1,42,1860.0,1950.0,0.0,14.8517,49.8056
airland8,50,1950.0,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,2,55,1860.0,1950.0,0.0,36.6146,59.7943
airland8,50,1950.0,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,1,42,1860.0,1950.0,0.0,40.1322,59.9484
airland8,50,1950.0,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,2,55,1860.0,1950.0,0.0,53.5651,60.0648
airland8,50,1950.0,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,1,42,1860.0,1950.0,0.0,40.1007,60.0626
airland8,50,1950.0,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,2,55,1870.0,2040.0,4.6154,41.4931,60.0716
airland8,50,1950.0,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,1,42,1860.0,1950.0,0.0,49.1938,60.0237
airland8,50,1950.0,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,2,55,1860.0,1950.0,0.0,32.0593,52.5386
airland8,50,1950.0,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,1,42,1860.0,1950.0,0.0,33.9695,60.0403
airland8,50,1950.0,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,2,55,1860.0,1950.0,0.0,51.9315,59.8908
airland8,50,1950.0,16,CENTER,0,0,0,0,0.98,200,600,100,1,42,1860.0,1950.0,0.0,17.087,59.8144
airland8,50,1950.0,16,CENTER,0,0,0,0,0.98,200,600,100,2,55,1860.0,1950.0,0.0,20.3847,59.9229
airland9,100,5611.7,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,1,42,5985.59,5985.59,6.6627,7.2967,10.7703
airland9,100,5611.7,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,2,55,6231.75,6231.75,11.0492,8.6196,10.3237
airland9,100,5611.7,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,1,42,6677.79,6677.79,18.9976,9.8607,9.9299
airland9,100,5611.7,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,2,55,6541.48,6541.48,16.5686,10.2384,10.2783
airland9,100,5611.7,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,1,42,5985.59,5985.59,6.6627,4.7194,6.7454
airland9,100,5611.7,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,2,55,6231.75,6231.75,11.0492,9.4926,11.1615
airland9,100,5611.7,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,1,42,5680.86,5680.86,1.2324,21.8756,40.4799
airland9,100,5611.7,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,2,55,5611.7,5611.7,0.0,44.2791,49.1513
airland9,100,5611.7,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,1,42,5653.99,5653.99,0.7536,33.9735,38.1192
airland9,100,5611.7,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,2,55,5611.7,5611.7,0.0,36.2487,36.479
airland9,100,5611.7,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,1,42,5618.66,5618.66,0.124,25.7645,37.3224
airland9,100,5611.7,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,2,55,5948.1,5948.1,5.9946,43.866,44.5067
airland9,100,5611.7,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,1,42,5653.99,5653.99,0.7536,31.8262,36.6328
airland9,100,5611.7,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,2,55,5611.7,5611.7,0.0,46.691,50.8094
airland9,100,5611.7,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,1,42,5618.66,5618.66,0.124,24.2215,97.7111
airland9,100,5611.7,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,2,55,5618.95,5618.95,0.1292,66.6774,137.2014
airland9,100,5611.7,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,1,42,6975.52,6975.52,24.3032,2.7687,4.0253
airland9,100,5611.7,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,2,55,6445.87,6445.87,14.8648,8.5187,10.2459
airland9,100,5611.7,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,1,42,6677.79,6677.79,18.9976,10.099,10.1946
airland9,100,5611.7,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,2,55,6977.22,6977.22,24.3334,10.1323,10.4741
airland9,100,5611.7,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,1,42,6975.52,6975.52,24.3032,4.9168,6.7131
airland9,100,5611.7,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,2,55,6445.87,6445.87,14.8648,9.5351,11.1996
airland9,100,5611.7,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,1,42,5680.86,5680.86,1.2324,21.8578,40.1579
airland9,100,5611.7,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,2,55,5611.7,5611.7,0.0,45.3197,50.1349
airland9,100,5611.7,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,1,42,5680.86,5680.86,1.2324,30.9808,38.8035
airland9,100,5611.7,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,2,55,5618.66,5618.66,0.124,35.1476,42.2454
airland9,100,5611.7,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,1,42,5635.23,5635.23,0.4193,40.8065,44.288
airland9,100,5611.7,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,2,55,5618.66,5618.66,0.124,31.9688,42.4623
airland9,100,5611.7,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,1,42,5680.86,5680.86,1.2324,18.5289,23.4342
airland9,100,5611.7,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,2,55,5618.66,5618.66,0.124,30.6672,35.1582
airland9,100,5611.7,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,1,42,5611.99,5611.99,0.0052,43.3042,113.978
airland9,100,5611.7,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,2,55,5611.7,5611.7,0.0,88.0945,111.4886
airland9,100,5611.7,16,CENTER,0,0,0,0,0.98,200,600,100,1,42,5618.95,5618.95,0.1292,32.5007,44.2336
airland9,100,5611.7,16,CENTER,0,0,0,0,0.98,200,600,100,2,55,5611.7,5611.7,0.0,33.6069,44.1193
airland10,150,12640.42,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,1,42,14627.62,14627.62,15.721,11.5023,11.6539
airland10,150,12640.42,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,2,55,15017.21,15017.21,18.8031,9.8322,10.2872
airland10,150,12640.42,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,1,42,15569.91,15569.91,23.1756,6.6502,6.675
airland10,150,12640.42,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,2,55,17221.56,17221.56,36.242,6.6623,6.7275
airland10,150,12640.42,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,1,42,13648.35,13648.35,7.9739,15.7302,16.7053
airland10,150,12640.42,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,2,55,12720.36,12720.36,0.6324,17.0407,19.1606
airland10,150,12640.42,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,1,42,12464.78,12464.78,-1.3895,45.0569,52.2478
airland10,150,12640.42,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,2,55,12412.94,12412.94,-1.7996,34.9798,45.6783
airland10,150,12640.42,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,1,42,12786.9,12786.9,1.1588,58.2237,58.364
airland10,150,12640.42,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,2,55,12793.11,12793.11,1.208,37.8542,38.4987
airland10,150,12640.42,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,1,42,14255.81,14255.81,12.7796,34.8916,35.2496
airland10,150,12640.42,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,2,55,14429.33,14429.33,14.1523,39.5258,40.7343
airland10,150,12640.42,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,1,42,12786.9,12786.9,1.1588,41.2797,47.563
airland10,150,12640.42,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,2,55,12338.03,12338.03,-2.3922,86.1802,91.1689
airland10,150,12640.42,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,1,42,12502.74,12502.74,-1.0892,140.1838,179.8804
airland10,150,12640.42,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,2,55,12292.2,12292.2,-2.7548,95.3916,175.6207
airland10,150,12640.42,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,1,42,16295.16,16295.16,28.9131,7.8926,9.139
airland10,150,12640.42,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,2,55,15277.09,15277.09,20.859,8.1803,8.4996
airland10,150,12640.42,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,1,42,17855.05,17855.05,41.2536,6.7677,6.8227
airland10,150,12640.42,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,2,55,20142.41,20142.41,59.3492,0.0,3.4968
airland10,150,12640.42,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,1,42,16295.16,16295.16,28.9131,7.0761,8.0613
airland10,150,12640.42,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,2,55,15277.09,15277.09,20.859,8.0222,8.9883
airland10,150,12640.42,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,1,42,12464.78,12464.78,-1.3895,43.9032,51.1041
airland10,150,12640.42,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,2,55,20142.41,20142.41,59.3492,0.0,2.8826
airland10,150,12640.42,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,1,42,12746.09,12746.09,0.836,37.3705,37.4422
airland10,150,12640.42,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,2,55,12612.91,12612.91,-0.2176,35.0541,36.2467
airland10,150,12640.42,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,1,42,13077.23,13077.23,3.4557,35.7525,37.1917
airland10,150,12640.42,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,2,55,13384.37,13384.37,5.8855,43.1481,43.9951
airland10,150,12640.42,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,1,42,12686.27,12686.27,0.3627,46.1464,51.3418
airland10,150,12640.42,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,2,55,12366.65,12366.65,-2.1658,49.6592,54.4646
airland10,150,12640.42,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,1,42,12383.31,12383.31,-2.034,97.6849,148.849
airland10,150,12640.42,15,a+Ni+Im+Ms+,1,1,1,1,0.995,400,1200,180,2,55,12309.64,12309.64,-2.6168,70.6665,148.686
airland10,150,12640.42,16,CENTER,0,0,0,0,0.98,200,600,100,1,42,13230.23,13230.23,4.6661,49.5778,50.2816
airland10,150,12640.42,16,CENTER,0,0,0,0,0.98,200,600,100,2,55,12347.51,12347.51,-2.3172,45.2994,50.6412
airland11,200,12462.18,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,1,42,14157.11,14157.11,13.6006,9.2346,10.9401
airland11,200,12462.18,0,a-Ni-Im-Ms-,-1,-1,-1,-1,0.95,80,200,30,2,55,14410.01,14410.01,15.6299,4.6554,6.0907
airland11,200,12462.18,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,1,42,14677.67,14677.67,17.7777,8.293,8.4546
airland11,200,12462.18,1,a-Ni-Im-Ms+,-1,-1,-1,1,0.95,80,200,180,2,55,15018.84,15018.84,20.5154,0.0,3.5994
airland11,200,12462.18,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,1,42,14157.11,14157.11,13.6006,7.7139,9.1116
airland11,200,12462.18,2,a-Ni-Im+Ms-,-1,-1,1,-1,0.95,80,1200,30,2,55,14410.01,14410.01,15.6299,7.5827,9.845
airland11,200,12462.18,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,1,42,12588.57,12588.57,1.0142,57.4567,57.6999
airland11,200,12462.18,3,a-Ni-Im+Ms+,-1,-1,1,1,0.95,80,1200,180,2,55,15018.84,15018.84,20.5154,0.0,3.822
airland11,200,12462.18,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,1,42,13011.3,13011.3,4.4063,58.7116,60.4185
airland11,200,12462.18,4,a-Ni+Im-Ms-,-1,1,-1,-1,0.95,400,200,30,2,55,12886.16,12886.16,3.4021,70.6508,71.2603
airland11,200,12462.18,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,1,42,13858.58,13858.58,11.2051,39.7441,40.5937
airland11,200,12462.18,5,a-Ni+Im-Ms+,-1,1,-1,1,0.95,400,200,180,2,55,14313.4,14313.4,14.8547,38.8843,39.3036
airland11,200,12462.18,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,1,42,12638.49,12638.49,1.4148,83.2806,89.7904
airland11,200,12462.18,6,a-Ni+Im+Ms-,-1,1,1,-1,0.95,400,1200,30,2,55,12617.04,12617.04,1.2426,83.1479,89.6908
airland11,200,12462.18,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,1,42,12429.98,12429.98,-0.2584,156.4696,179.7907
airland11,200,12462.18,7,a-Ni+Im+Ms+,-1,1,1,1,0.95,400,1200,180,2,55,12756.39,12756.39,2.3608,161.1691,179.866
airland11,200,12462.18,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,1,42,15018.84,15018.84,20.5154,0.0,3.6564
airland11,200,12462.18,8,a+Ni-Im-Ms-,1,-1,-1,-1,0.995,80,200,30,2,55,14632.21,14632.21,17.4129,7.5705,9.8445
airland11,200,12462.18,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,1,42,14677.67,14677.67,17.7777,7.767,7.8912
airland11,200,12462.18,9,a+Ni-Im-Ms+,1,-1,-1,1,0.995,80,200,180,2,55,15018.84,15018.84,20.5154,0.0,2.8162
airland11,200,12462.18,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,1,42,15018.84,15018.84,20.5154,0.0,4.6244
airland11,200,12462.18,10,a+Ni-Im+Ms-,1,-1,1,-1,0.995,80,1200,30,2,55,14632.21,14632.21,17.4129,5.2684,6.6949
airland11,200,12462.18,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,1,42,12575.71,12575.71,0.911,84.1068,84.3211
airland11,200,12462.18,11,a+Ni-Im+Ms+,1,-1,1,1,0.995,80,1200,180,2,55,15018.84,15018.84,20.5154,0.0,4.3709
airland11,200,12462.18,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,1,42,13176.28,13176.28,5.7301,38.3883,44.0248
airland11,200,12462.18,12,a+Ni+Im-Ms-,1,1,-1,-1,0.995,400,200,30,2,55,13446.25,13446.25,7.8965,45.4162,45.7594
airland11,200,12462.18,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,1,42,13858.58,13858.58,11.2051,42.6977,43.9661
airland11,200,12462.18,13,a+Ni+Im-Ms+,1,1,-1,1,0.995,400,200,180,2,55,14313.4,14313.4,14.8547,39.8759,40.1976
airland11,200,12462.18,14,a+Ni+Im+Ms-,1,1,1,-1,0.995,400,1200,30,1,42,13176.28,13176.28,5.7301,41.6484,49.5862
